,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Avg_Utilization_Ratio,Pay_on_time,Random_numbers
2971,715948833,no,48,male,4,third level,married/living with partner,132543.64116988995,blue,39,24931.0,0.054,0,0.101500811747555
2972,715950483,yes,39,female,1,primary,married/living with partner,40799.273770633794,blue,27,2821.0,0.257,0,0.334631336413948
2973,715952883,no,73,male,0,secondary,married/living with partner,49460.064383318866,blue,36,4469.0,0.252,0,0.585019032756028
2974,715954158,yes,48,male,3,third level,married/living with partner,37393.02722228846,blue,36,2954.0,0.315,0,0.0682583643946218
2975,715955208,no,35,female,1,secondary,single,6103.333919235496,blue,26,2189.0,0.837,0,0.833385078938191
2976,715956258,no,35,female,1,primary,married/living with partner,8390.215684474622,blue,36,2004.0,0.0,1,0.703804881112237
2977,715957233,no,53,male,3,third level,single,65880.25283848919,blue,36,19940.0,0.101,0,0.201901988377366
2978,715958583,no,56,female,2,secondary,married/living with partner,29560.56250109299,blue,43,2041.0,0.567,0,0.80546224874096
2979,715960308,yes,53,female,1,third level,divorced,1763.2650828586193,blue,44,4090.0,0.615,0,0.0345564408115057
2980,715964058,no,39,female,1,secondary,single,25158.484755679576,blue,31,1862.0,0.39,0,0.99481734335288
2981,715970133,no,33,female,4,third level,divorced,24071.942829016403,blue,24,9857.0,0.0,1,0.814022940090495
2982,715971108,no,51,male,4,third level,single,149404.34713943605,blue,42,34516.0,0.051,0,0.841507211660944
2983,715973583,no,56,male,3,primary,married/living with partner,137755.41276195896,blue,36,34516.0,0.03,0,0.418658409034205
2984,715974783,no,53,male,1,third level,married/living with partner,106442.49455743466,blue,40,4186.0,0.0,1,0.962669980994371
2985,715980258,no,36,female,1,third level,single,11095.063419401773,blue,25,2835.0,0.886,0,0.415833214266023
2986,715984908,no,52,male,2,third level,married/living with partner,75515.84996433785,blue,36,2866.0,0.657,0,0.554054628422507
2987,715986258,no,53,female,1,primary,single,37174.73644776823,gold,41,15845.0,0.106,0,0.543413430516035
2988,715987758,yes,49,male,3,third level,single,81641.47431015006,blue,36,3261.0,0.0,1,0.962521692724739
2989,715992558,no,52,male,2,third level,married/living with partner,93610.10747593928,blue,38,12878.0,0.126,0,0.158823101456179
2990,715993608,no,51,male,2,third level,single,148128.38279702683,blue,41,26714.0,0.094,0,0.784572989579448
2991,715995933,no,46,male,0,third level,single,114230.61817863508,blue,36,2692.0,0.606,0,0.745777196005539
2992,715996983,no,47,male,4,primary,divorced,82622.68501182144,blue,30,17682.0,0.14,0,0.500895289390162
2993,715999608,no,53,female,2,secondary,married/living with partner,6895.578949517953,blue,36,2377.0,0.694,0,0.0265893603118341
2994,716002458,no,43,male,4,third level,married/living with partner,43577.10431335521,blue,30,7386.0,0.089,0,0.276133255060684
2995,716004258,no,45,male,4,secondary,single,68433.66368778258,blue,35,8449.0,0.248,0,0.508228108608033
2996,716007708,no,48,male,2,third level,married/living with partner,111857.56390193722,blue,37,8956.0,0.143,0,0.159626197314425
2997,716009883,no,41,female,1,third level,single,40316.98628802474,blue,28,8482.0,0.069,0,0.445159693231984
2998,716013858,no,53,male,0,third level,single,88644.030583565,blue,34,20231.0,0.071,0,0.0310882066886414
2999,716014983,no,56,female,3,secondary,single,10961.730565110352,blue,48,8340.0,0.228,0,0.0184981422683237
3000,716022258,yes,51,female,3,third level,single,4321.556759503084,blue,36,8960.0,0.248,0,0.399137515463225
3001,716024808,yes,57,male,1,third level,married/living with partner,71912.49764706322,blue,36,4829.0,0.501,0,0.794714264649457
3002,716027208,no,47,male,4,third level,married/living with partner,59907.7599100459,blue,36,19665.0,0.036,0,0.737570876538699
3003,716028108,no,35,female,2,third level,single,1605.5484099573891,blue,18,2658.0,0.0,1,0.231258484319816
3004,716032233,no,42,male,2,third level,married/living with partner,78957.34041570609,blue,32,22120.0,0.082,0,0.0530751314352294
3005,716033508,no,46,male,2,third level,single,54552.61416520988,blue,34,6272.0,0.229,0,0.89162358788107
3006,716037708,no,50,male,0,primary,divorced,61362.112754894224,blue,39,9474.0,0.108,0,0.937970658666424
3007,716039433,no,48,female,2,secondary,single,11727.370877776588,blue,35,1686.0,0.754,0,0.147691776969191
3008,716041908,no,54,female,1,secondary,single,15775.709251246131,blue,43,2082.0,0.387,0,0.535578420923771
3009,716053083,yes,33,male,2,third level,married/living with partner,136415.63560711584,blue,21,27992.0,0.0,1,0.0179248823130278
3010,716056158,yes,63,male,0,third level,single,52499.32544098326,blue,51,11619.0,0.0,1,0.5147494853029
3011,716059608,no,48,female,4,third level,single,25199.588532628506,blue,38,4894.0,0.308,0,0.639363308590026
3012,716060358,no,53,female,2,third level,married/living with partner,44204.72290253112,blue,45,4621.0,0.198,0,0.708990079927964
3013,716063583,no,41,male,3,secondary,divorced,63064.001436398874,blue,32,4549.0,0.464,0,0.468472937683296
3014,716071233,no,42,male,0,secondary,#NULL!,101863.5537111098,gold,35,34516.0,0.056,0,0.316422630284753
3015,716075208,no,32,female,3,secondary,married/living with partner,4868.806839830677,blue,22,4561.0,0.445,0,0.883230976811363
3016,716077458,no,46,male,3,primary,married/living with partner,44726.213127184805,blue,36,4707.0,0.238,0,0.0874069782290441
3017,716079708,no,46,female,3,third level,single,1687.6212199116326,blue,36,2503.0,0.948,0,0.837534863087061
3018,716088783,yes,60,male,0,third level,married/living with partner,101299.68645589461,blue,50,29239.0,0.0,1,0.0981491727523625
3019,716089983,no,31,male,0,third level,single,40323.17349795667,blue,24,12050.0,0.144,0,0.24749821416973
3020,716093133,no,38,female,2,primary,single,37899.69748378322,blue,31,12228.0,0.175,0,0.965832178845827
3021,716094333,no,49,male,1,third level,single,82424.60155088066,blue,42,17764.0,0.082,0,0.888347329326092
3022,716096358,no,45,female,3,primary,single,17006.41945505305,blue,39,2551.0,0.883,0,0.31757477098844
3023,716102583,no,63,female,1,third level,married/living with partner,28253.04353545562,blue,53,2675.0,0.941,0,0.715449141136634
3024,716104983,no,41,female,2,third level,single,20453.21032707423,blue,32,2250.0,0.941,0,0.532189059304634
3025,716106108,no,49,male,4,third level,married/living with partner,143972.8178124402,gold,41,34516.0,0.0,1,0.183208352652501
3026,716107158,yes,32,female,0,third level,single,11968.044258682034,blue,20,3983.0,0.108,0,0.81755366104149
3027,716108283,no,53,female,4,third level,married/living with partner,13374.994961673283,blue,46,4430.0,0.356,0,0.671332925478839
3028,716118633,no,43,male,2,third level,divorced,68132.9381723098,blue,36,5427.0,0.401,0,0.273702665490834
3029,716124408,yes,32,male,2,third level,single,142702.2341944904,blue,22,34516.0,0.049,0,0.898001704512725
3030,716128083,no,56,male,2,secondary,married/living with partner,32403.670984641245,blue,36,3295.0,0.608,0,0.155405358834133
3031,716129208,no,37,male,3,third level,married/living with partner,49350.13032741769,blue,36,2031.0,0.0,1,0.238042415749338
3032,716131083,no,47,male,2,third level,single,40766.46019655091,blue,35,2676.0,0.806,0,0.922240950254745
3033,716134533,no,44,male,4,third level,single,83790.09728826937,blue,34,22074.0,0.0,1,0.512596011025723
3034,716136333,yes,40,female,4,primary,single,25617.204675138455,blue,24,4212.0,0.598,0,0.295336720612757
3035,716138958,no,50,female,1,primary,married/living with partner,20213.151481999586,blue,33,3160.0,0.373,0,0.898439369636342
3036,716139933,no,54,male,0,secondary,married/living with partner,79224.21568743548,blue,36,16286.0,0.105,0,0.555844496043959
3037,716142858,no,46,female,4,primary,married/living with partner,4466.296752970295,gold,36,10961.0,0.127,0,0.967254920270084
3038,716144058,no,36,female,1,third level,single,43960.27616435353,blue,25,1888.0,0.0,1,0.571399375009298
3039,716149383,no,62,male,0,third level,married/living with partner,62855.5413934751,blue,36,3674.0,0.244,0,0.23150204973768
3040,716150358,no,38,male,3,third level,married/living with partner,604.4825781805663,gold,27,10343.0,0.2,0,0.985495142952087
3041,716156508,no,52,male,2,secondary,single,41731.74764363255,blue,36,1470.0,0.0,1,0.642624452531957
3042,716157408,no,53,male,0,secondary,married/living with partner,57494.8814472143,blue,46,1590.0,0.0,1,0.88072560786297
3043,716160708,no,64,male,1,third level,single,8413.313720831646,blue,36,1861.0,0.901,0,0.0914706342872428
3044,716165508,no,51,male,2,primary,married/living with partner,66810.57116236881,blue,40,3559.0,0.0,1,0.52353636536927
3045,716169258,no,47,female,5,third level,married/living with partner,26231.431195000485,blue,39,7128.0,0.219,0,0.926300775752004
3046,716171358,no,51,male,4,third level,married/living with partner,32519.699515815606,blue,36,4436.0,0.501,0,0.54998978482328
3047,716174433,no,65,female,1,third level,married/living with partner,7807.341825074928,blue,54,2888.0,0.393,0,0.602856488329825
3048,716176683,no,46,male,4,third level,single,88986.81773980254,blue,33,2371.0,0.737,0,0.210785174615623
3049,716177583,no,58,female,1,third level,single,1931.7850313462493,blue,36,1438.3,0.0,1,0.270899153191423
3050,716181858,no,42,female,2,primary,married/living with partner,40927.30034501075,blue,29,1622.0,0.0,1,0.176603312661863
3051,716183283,no,27,female,1,third level,divorced,9273.665515314118,blue,15,2166.0,0.411,0,0.20313159070009
3052,716186883,no,48,female,4,third level,married/living with partner,31244.893407409036,blue,37,1792.0,0.521,0,0.168190908143871
3053,716194683,no,41,male,4,third level,divorced,49448.77438659331,blue,30,2334.0,0.488,0,0.716024951217069
3054,716198358,no,33,female,4,third level,married/living with partner,32578.025768928368,blue,36,2372.0,0.796,0,0.0529989898644111
3055,716201133,no,35,female,2,secondary,married/living with partner,28156.2543926364,blue,36,1476.0,0.0,1,0.716357165742303
3056,716203308,no,52,male,3,third level,single,82539.50175322515,blue,42,2731.0,0.62,0,0.27173995658208
3057,716204883,no,53,male,4,third level,#NULL!,59450.45203771479,blue,44,7026.0,0.246,0,0.262625392204083
3058,716207508,no,36,male,3,secondary,married/living with partner,61857.923576541296,blue,36,5497.0,0.276,0,0.516105031004298
3059,716212383,yes,38,male,1,secondary,single,132313.39455671993,blue,30,10874.0,0.222,0,0.453759209639244
3060,716214108,no,44,male,4,primary,single,60041.01491062969,blue,36,6426.0,0.0,1,0.0855449118042088
3061,716216958,no,48,male,1,primary,married/living with partner,54702.17553699075,blue,42,4429.0,0.199,0,0.677355008776142
3062,716219808,no,49,male,3,third level,#NULL!,64480.64837611833,blue,36,15942.0,0.0,1,0.217108668411701
3063,716222808,no,53,female,4,secondary,married/living with partner,24353.024423765313,blue,36,2974.0,0.393,0,0.4573998261494
3064,716225433,no,60,male,1,primary,single,71382.69367841604,blue,51,26566.0,0.095,0,0.0133694063788399
3065,716229108,no,55,female,3,third level,divorced,28992.025088463695,blue,46,3282.0,0.689,0,0.809504652948433
3066,716230158,no,35,female,3,third level,married/living with partner,43299.00574365404,blue,36,7234.0,0.276,0,0.619577950687756
3067,716231133,no,40,female,4,third level,married/living with partner,9935.114683325568,blue,36,1577.0,0.815,0,0.235307503898757
3068,716235783,no,45,male,3,third level,married/living with partner,39265.024581986305,blue,39,7109.0,0.122,0,0.519549599504732
3069,716236683,no,46,female,1,secondary,married/living with partner,2856.069036758335,blue,37,2532.0,0.587,0,0.55231538119346
3070,716238483,yes,59,male,0,third level,married/living with partner,84629.94147414429,blue,50,12918.0,0.182,0,0.901345740861535
3071,716239383,no,45,female,4,secondary,married/living with partner,18957.82233861849,blue,36,2225.0,0.0,1,0.839554488419752
3072,716244033,yes,44,male,3,third level,married/living with partner,39423.064891608024,blue,33,7266.0,0.125,0,0.831904013062962
3073,716246733,no,57,female,2,third level,single,24204.9818320089,blue,49,1857.0,0.823,0,0.0815805458265399
3074,716247708,no,51,male,4,third level,single,140047.26332715212,blue,33,34516.0,0.054,0,0.512177679320612
3075,716249508,no,48,female,5,secondary,married/living with partner,49813.63486382269,blue,36,1610.0,0.0,1,0.488445776442332
3076,716253858,no,37,male,5,third level,married/living with partner,94446.78193796147,blue,26,16730.0,0.117,0,0.470262142411788
3077,716258358,no,57,male,2,primary,single,62082.42355942836,blue,36,23058.0,0.067,0,0.566291597548677
3078,716262708,no,51,female,2,third level,single,2726.703696828288,blue,36,1438.3,0.499,0,0.304355676782407
3079,716263533,no,44,male,5,secondary,married/living with partner,95258.76901367583,blue,36,2509.0,0.583,0,0.106404391629616
3080,716264358,no,53,male,3,primary,married/living with partner,85534.12607692086,blue,42,26792.0,0.069,0,0.540545355463789
3081,716269308,no,56,female,3,third level,single,3252.03693898404,blue,36,2836.0,0.48,0,0.877130654615847
3082,716271183,yes,45,female,2,primary,single,3610.5977339718543,blue,37,8924.0,0.0,1,0.812513990366987
3083,716272158,yes,41,female,3,third level,married/living with partner,43901.59147016092,blue,15,4312.0,0.584,0,0.215234604731867
3084,716273133,no,41,female,3,third level,married/living with partner,29361.08323901343,blue,36,1593.0,0.0,1,0.407309342722719
3085,716277558,no,45,female,1,primary,single,28101.144609997624,blue,36,3281.0,0.598,0,0.626053363279772
3086,716279508,yes,48,male,3,third level,married/living with partner,82576.64333384512,blue,41,3430.0,0.734,0,0.862726329807292
3087,716282208,yes,54,female,2,third level,married/living with partner,16772.29526532519,blue,48,1638.0,0.0,1,0.982529522002836
3088,716283108,no,44,female,4,primary,married/living with partner,1917.6586510943173,blue,36,6769.0,0.167,0,0.671545519038718
3089,716285358,no,32,female,1,third level,divorced,6997.052456259915,blue,36,1835.0,0.554,0,0.532786972205959
3090,716288208,no,48,male,3,third level,single,51263.03006907336,blue,36,15618.0,0.0,1,0.463616038208428
3091,716288958,no,40,male,2,third level,married/living with partner,86782.63220304993,blue,36,7840.0,0.0,1,0.806210074829552
3092,716290233,no,43,female,3,third level,married/living with partner,46016.62750981692,blue,33,4343.0,0.0,1,0.298220276268727
3093,716292033,no,37,female,4,secondary,single,180.14665568596544,blue,36,1438.3,0.0,1,0.548171781794917
3094,716296833,no,56,male,0,third level,single,102406.24067604021,blue,47,7204.0,0.0,1,0.337911242510104
3095,716297658,no,37,male,2,third level,single,107817.01293088114,blue,36,14926.0,0.0,1,0.524103585857818
3096,716298633,no,56,female,1,third level,single,13722.682587963485,blue,47,2086.0,0.859,0,0.0009813110209013
3097,716302383,no,47,female,4,primary,married/living with partner,46949.235097100776,blue,36,14241.0,0.146,0,0.45658565176764
3098,716304483,no,46,female,3,secondary,married/living with partner,42225.810078380484,blue,36,3413.0,0.695,0,0.925393059441207
3099,716306583,yes,64,male,0,third level,single,16569.79260449451,blue,36,3812.0,0.66,0,0.120649350744409
3100,716307558,yes,50,female,3,secondary,married/living with partner,26444.902396358662,blue,40,2897.0,0.52,0,0.0070921917656151
3101,716308683,no,47,female,3,secondary,married/living with partner,28855.76474966266,blue,36,6524.0,0.305,0,0.935803569866181
3102,716310633,no,59,female,1,third level,single,20509.318168133876,blue,36,2759.0,0.899,0,0.763511057500744
3103,716311683,no,43,male,4,third level,married/living with partner,108658.26113833662,blue,36,32733.0,0.044,0,0.769628962146141
3104,716313858,no,53,female,3,third level,married/living with partner,16240.713735773066,blue,36,3319.0,0.275,0,0.214050311972181
3105,716315508,yes,37,female,3,third level,married/living with partner,39409.739930522104,blue,36,3233.0,0.779,0,0.680754129370325
3106,716317458,yes,51,female,2,third level,single,26057.806615607362,blue,36,4281.0,0.0,1,0.895589120948822
3107,716319258,no,43,male,4,primary,single,141665.03731100413,blue,36,34516.0,0.05,0,0.975229101036592
3108,716323683,no,31,male,0,third level,married/living with partner,82370.91674393788,blue,36,32791.0,0.049,0,0.280644923462777
3109,716328558,no,46,male,2,primary,married/living with partner,71996.76985103049,blue,38,11434.0,0.0,1,0.197158924677462
3110,716329383,yes,46,female,3,third level,single,1450.4535278350372,blue,36,3138.0,0.314,0,0.282824086172678
3111,716334258,no,49,female,3,primary,divorced,41669.91600955275,blue,36,5238.0,0.261,0,0.123499150721373
3112,716335983,no,37,male,2,secondary,single,95034.79183078403,blue,36,6713.0,0.237,0,0.696609771589265
3113,716340783,no,48,male,4,secondary,married/living with partner,94587.55469679936,blue,36,21526.0,0.061,0,0.668100653239794
3114,716341833,no,53,female,3,third level,married/living with partner,24113.323691253514,blue,44,4646.0,0.372,0,0.939278242596841
3115,716343408,no,46,male,3,third level,divorced,99337.04335203671,blue,38,8475.0,0.163,0,0.281025344357382
3116,716345283,no,55,male,2,primary,single,68104.29491043254,blue,36,4712.0,0.407,0,0.0017761193108996
3117,716350008,no,52,male,1,primary,married/living with partner,49832.455865085285,blue,36,2937.0,0.556,0,0.459560248265003
3118,716351208,no,48,female,3,primary,married/living with partner,14474.942133389577,blue,38,4095.0,0.615,0,0.527591023977489
3119,716352033,no,49,female,2,third level,married/living with partner,11740.039822743229,blue,39,2796.0,0.37,0,0.734799596026902
3120,716353083,no,39,male,3,third level,single,59796.68453319244,blue,29,6733.0,0.153,0,0.0215968735336973
3121,716357058,no,53,male,3,primary,single,85077.3140456399,blue,36,2611.0,0.301,0,0.664319904251331
3122,716358033,no,53,female,1,third level,single,13428.309609012635,blue,43,6189.0,0.0,1,0.630982724803584
3123,716362008,no,37,male,2,third level,married/living with partner,35954.83447331373,blue,29,1808.0,0.558,0,0.111448808972254
3124,716363658,no,51,male,2,third level,single,138329.30630304603,blue,36,25873.0,0.022,0,0.571580264036335
3125,716365233,no,53,female,1,third level,married/living with partner,11191.309664067938,blue,36,1665.0,0.579,0,0.660098561423222
3126,716369208,no,44,female,3,third level,married/living with partner,28031.219584142793,blue,36,2420.0,0.505,0,0.477915106327928
3127,716370258,no,49,female,3,third level,single,26065.13694527084,blue,36,2188.0,0.488,0,0.87578114005589
3128,716372358,no,58,female,3,third level,married/living with partner,24407.007049031898,blue,47,6765.0,0.0,1,0.687400796415968
3129,716373483,yes,48,female,5,third level,married/living with partner,29515.601161784143,blue,40,2860.0,0.88,0,0.620719818232826
3130,716374308,no,39,male,3,third level,married/living with partner,53018.09908515292,blue,33,3477.0,0.539,0,0.556531373134257
3131,716380683,no,36,female,3,secondary,married/living with partner,26359.237348118877,blue,36,3880.0,0.397,0,0.772007564684676
3132,716382708,yes,46,female,2,third level,single,24719.946185087905,blue,36,8309.0,0.103,0,0.445459009645453
3133,716385858,no,42,female,4,third level,married/living with partner,14564.63060053485,blue,28,2205.0,0.565,0,0.855526246816448
3134,716387733,yes,49,male,4,third level,single,66695.8901133996,blue,36,5662.0,0.262,0,0.36196085058848
3135,716393958,no,43,male,3,secondary,single,96716.78357004822,blue,34,28262.0,0.052,0,0.515555225346911
3136,716396358,no,52,male,2,third level,married/living with partner,62263.62198674574,blue,47,3085.0,0.619,0,0.917502099482823
3137,716399583,no,34,male,1,primary,married/living with partner,134210.00359078604,blue,36,19630.0,0.064,0,0.0989874094125432
3138,716400633,no,33,male,3,secondary,single,44920.283824139806,blue,24,5156.0,0.277,0,0.490345608080221
3139,716403633,no,60,female,0,third level,divorced,21280.443400680662,blue,50,3426.0,0.482,0,0.834031619355514
3140,716411358,no,43,female,3,primary,single,9081.754189839063,blue,36,2652.0,0.0,1,0.480433792800105
3141,716420358,no,41,female,2,secondary,married/living with partner,48730.098374214445,blue,36,2602.0,0.573,0,0.70297134056779
3142,716421633,yes,43,female,3,third level,married/living with partner,22393.13020627313,blue,36,3523.0,0.0,1,0.731158207020951
3143,716425833,yes,38,male,2,third level,single,126711.29795673606,blue,36,34516.0,0.036,0,0.973059650440592
3144,716432658,no,48,female,3,secondary,married/living with partner,23764.498831184086,blue,36,1438.3,0.0,1,0.157009878340024
3145,716434533,yes,40,male,3,secondary,married/living with partner,87527.34889774356,blue,36,29149.0,0.0,1,0.707959824383082
3146,716437533,no,51,male,2,third level,single,86850.60112487647,blue,43,11862.0,0.0,1,0.332560930699956
3147,716438433,no,41,male,1,third level,married/living with partner,80141.13994039732,blue,32,10130.0,0.143,0,0.0425991651928936
3148,716439258,no,32,male,3,third level,married/living with partner,65398.10745008929,blue,36,3223.0,0.438,0,0.404076616558202
3149,716441058,no,45,female,4,secondary,single,19396.866311599653,gold,36,14416.0,0.0,1,0.213402261531088
3150,716442333,no,34,female,3,third level,married/living with partner,44312.79086646051,blue,25,2275.0,0.645,0,0.446509057955388
3151,716444733,no,55,female,2,third level,married/living with partner,2352.6472156248246,blue,46,1438.3,0.0,1,0.690711938198894
3152,716447733,no,32,male,3,third level,married/living with partner,40841.76275650194,blue,18,6407.0,0.15,0,0.560871621210648
3153,716448783,yes,48,female,3,third level,married/living with partner,32283.282545626345,blue,39,6235.0,0.0,1,0.145414888787616
3154,716451183,no,54,female,1,primary,married/living with partner,31421.266496272317,blue,44,5556.0,0.308,0,0.459997321492618
3155,716454858,no,35,female,2,third level,married/living with partner,4985.367430413782,blue,28,4014.0,0.565,0,0.390369068745776
3156,716455683,no,40,female,3,secondary,single,14292.01090203808,blue,36,15534.0,0.047,0,0.891809250217789
3157,716456808,no,36,female,2,secondary,single,16850.178082811275,blue,36,8087.0,0.156,0,0.870716846767055
3158,716457783,no,55,female,1,third level,single,8339.045350966566,gold,36,12633.0,0.131,0,0.623731218696938
3159,716458983,no,60,male,0,secondary,married/living with partner,38481.59743506338,blue,36,3281.0,0.255,0,0.822923964550168
3160,716461683,no,47,female,3,primary,married/living with partner,3689.7339253872674,gold,36,11884.0,0.113,0,0.42442117239292
3161,716462658,no,47,male,4,third level,single,75930.164898022,blue,36,18037.0,0.0,1,0.385246204216898
3162,716464533,no,32,female,1,third level,married/living with partner,28433.144909811042,blue,36,9550.0,0.264,0,0.875048245135497
3163,716466483,no,44,female,3,primary,single,46059.772165647286,blue,34,2245.0,0.598,0,0.0128133478279658
3164,716475183,no,45,male,3,third level,#NULL!,57040.4102263971,blue,35,10290.0,0.073,0,0.0650080014798056
3165,716477133,no,42,female,4,primary,single,19402.25242890653,blue,32,1438.3,0.583,0,0.615057895847573
3166,716479233,no,43,male,4,secondary,married/living with partner,36775.36369381818,blue,36,13258.0,0.13,0,0.53877997016679
3167,716480358,no,45,male,3,primary,single,63930.37039321725,blue,36,11121.0,0.117,0,0.870910183326875
3168,716481408,no,38,female,2,third level,single,14616.000944349604,blue,36,1461.0,0.0,1,0.794651263279793
3169,716483358,no,44,male,3,third level,single,31559.364235059777,blue,29,6125.0,0.217,0,0.649571288072275
3170,716484333,no,46,female,2,third level,married/living with partner,1505.8993998021554,blue,40,1696.0,0.694,0,0.189255559866171
3171,716486508,yes,45,female,3,secondary,married/living with partner,32830.849739573634,blue,37,3399.0,0.0,1,0.251244780731106
3172,716487408,no,48,male,3,third level,married/living with partner,35970.35892848042,blue,30,3235.0,0.778,0,0.921354515927519
3173,716492583,no,37,female,1,primary,single,10324.696463516175,blue,28,2388.0,0.715,0,0.0910476196255173
3174,716494383,no,49,female,3,third level,#NULL!,42529.406387752424,blue,41,3585.0,0.26,0,0.291718239786909
3175,716498883,no,48,male,4,third level,single,92521.00947666005,blue,36,22067.0,0.031,0,0.711791182948168
3176,716501133,no,36,female,2,third level,single,12699.755704926396,blue,36,2051.0,0.563,0,0.761453793811689
3177,716506083,yes,44,female,1,secondary,married/living with partner,16070.695747141328,blue,36,5409.0,0.0,1,0.534409595017934
3178,716510658,yes,50,female,0,third level,single,28465.389932849237,blue,38,2595.0,0.907,0,0.933492900693762
3179,716511483,no,46,male,2,third level,married/living with partner,3664.6041649146964,blue,39,4752.0,0.295,0,0.815597757040725
3180,716512383,no,39,female,2,secondary,married/living with partner,605.2629983061297,blue,36,2816.0,0.894,0,0.62751529799854
3181,716516208,no,45,male,4,third level,married/living with partner,86899.6678371076,blue,36,1438.3,0.0,1,0.771177476187919
3182,716520033,no,52,male,2,third level,married/living with partner,83554.54562694467,blue,36,1981.0,0.731,0,0.124051606802471
3183,716522583,no,48,female,3,third level,divorced,14484.093544751338,blue,36,2335.0,0.79,0,0.437128480715647
3184,716529258,no,42,male,4,third level,married/living with partner,84068.204176087,blue,27,31864.0,0.0,1,0.176429209652005
3185,716530533,no,43,female,2,primary,single,10455.801403935611,blue,36,2573.0,0.637,0,0.415287955565669
3186,716532258,no,51,female,1,secondary,single,6844.796939135848,blue,43,2827.0,0.463,0,0.160238014693895
3187,716537433,no,50,female,2,third level,married/living with partner,39034.7212908613,blue,36,2428.0,0.826,0,0.860432968181735
3188,716543433,no,52,male,2,third level,married/living with partner,88449.91158762306,blue,36,9959.0,0.105,0,0.741524913988323
3189,716545383,no,42,male,3,primary,single,38775.054374758445,blue,36,9599.0,0.162,0,0.239186886877354
3190,716546283,no,39,male,3,third level,married/living with partner,60321.85415151667,blue,36,13049.0,0.072,0,0.65186525511482
3191,716548083,no,39,male,4,third level,married/living with partner,2223.419659257786,blue,32,2973.0,0.794,0,0.836441423258476
3192,716549058,no,45,female,4,primary,married/living with partner,35971.73321615523,blue,36,3111.0,0.736,0,0.63898716003569
3193,716552433,no,40,female,4,primary,married/living with partner,19295.875662951818,blue,36,5056.0,0.211,0,0.651525660600217
3194,716556258,no,50,female,3,third level,single,468.7780881539727,blue,39,9966.0,0.0,1,0.881470295576899
3195,716558283,no,30,female,0,third level,married/living with partner,2866.34682357906,blue,36,1621.0,0.645,0,0.0827175189684566
3196,716559108,no,47,female,1,secondary,single,21081.458456625827,blue,36,2899.0,0.834,0,0.17682497288152
3197,716564433,yes,53,female,1,third level,single,12968.36859222883,blue,36,4287.0,0.0,1,0.797282318067311
3198,716565258,no,37,male,3,third level,single,102237.05859904246,blue,36,12830.0,0.0,1,0.260051990616659
3199,716567433,no,41,female,4,third level,married/living with partner,31292.86532130804,blue,36,3179.0,0.387,0,0.793882747137153
3200,716568708,no,47,female,2,third level,married/living with partner,4907.63077817309,blue,36,2726.0,0.0,1,0.360534140792731
3201,716569983,no,33,male,2,third level,married/living with partner,109447.93105128058,blue,36,2355.0,0.753,0,0.741991918054828
3202,716570958,yes,50,male,3,third level,divorced,56383.6001143652,blue,36,14409.0,0.035,0,0.64136215970329
3203,716574033,no,45,female,3,secondary,divorced,41443.50634420574,gold,36,18000.0,0.102,0,0.553763366899177
3204,716580033,no,53,male,3,secondary,married/living with partner,138061.71560744604,blue,36,21178.0,0.085,0,0.053178530820375
3205,716580933,no,63,male,0,primary,single,38163.51360428713,blue,36,1970.0,0.621,0,0.647121208961579
3206,716581983,no,56,female,0,third level,married/living with partner,46947.15140044409,blue,36,4384.0,0.212,0,0.359359497835548
3207,716584158,no,51,male,4,secondary,married/living with partner,83976.84187873785,blue,42,14438.0,0.174,0,0.211266628942735
3208,716592558,no,52,female,1,secondary,single,13917.365358590441,blue,36,2340.0,0.471,0,0.404338569128845
3209,716593533,no,56,male,1,secondary,single,85906.83689918414,blue,45,5070.0,0.0,1,0.75119896044273
3210,716596308,no,40,male,3,primary,single,106509.71625940515,blue,36,3919.0,0.418,0,0.984086448938567
3211,716602683,no,49,female,3,third level,married/living with partner,33151.838622601266,blue,36,5678.0,0.367,0,0.0740320126383937
3212,716604633,no,55,female,2,third level,married/living with partner,40750.67732013771,blue,46,6725.0,0.301,0,0.527892777113417
3213,716606733,no,33,female,1,third level,single,36331.37720370553,blue,18,3043.0,0.675,0,0.668359975129127
3214,716608608,yes,41,male,2,primary,married/living with partner,99430.49366314267,blue,33,8004.0,0.181,0,0.202903142330319
3215,716609433,yes,55,male,2,secondary,divorced,145767.4282119196,blue,46,16828.0,0.15,0,0.271482620444392
3216,716610558,no,65,female,0,secondary,single,41881.02760421185,blue,36,10962.0,0.142,0,0.645389733068731
3217,716612958,no,35,female,2,third level,married/living with partner,48856.785758292965,blue,29,10980.0,0.157,0,0.717677898666904
3218,716613933,no,51,female,3,secondary,single,40314.220185380604,blue,36,3417.0,0.434,0,0.177821299728927
3219,716614683,no,49,male,3,third level,single,62312.60311089813,blue,36,34516.0,0.036,0,0.0258244467827743
3220,716615583,no,61,female,1,secondary,married/living with partner,20321.184692662984,blue,51,1795.0,0.442,0,0.300220604681807
3221,716617608,no,50,female,1,secondary,single,24191.74878806069,blue,36,1560.0,0.638,0,0.910540117420149
